W,Frequence,Mut,Freedom_L,Freedom_R,mark
高能火钳刘明,735,15.8,4.079,5.492,0
哈哈哈你不要,734,13.3,3.106,3.093,0
武汉加油消除,732,19.1,3.109,2.663,0
哈哈哈哈哈哈你好,732,12.3,3.693,2.651,0
火钳刘明好活,730,15.6,3.478,4.599,0
吴亦凡退出直播间,729,17.3,5.238,5.694,0
哈哈再来亿遍,729,15.6,2.838,4.721,0
哈哈哈哈哈下次,727,8.2,4.179,2.04,0
武汉加油加油,725,18.3,3.242,2.772,0
好听哈哈哈哈哈哈哈,725,12.3,3.948,4.608,0
就尼玛离谱,725,6.1,3.488,4.045,0
听了想,724,5.4,4.897,3.718,0
哈哈哈哈哈哈天皇,721,15.6,3.46,3.76,0
哈哈哈哈哈哈woc,721,15.6,3.472,4.711,0
带劲带劲带劲,720,14.4,3.561,4.423,0
哈哈哈哈前方高能,720,13.9,2.599,5.101,0
百万填词哈哈哈哈,720,15.6,3.726,2.084,0
不削能玩,720,8.2,3.035,4.252,0
给爷爬,718,5.6,4.297,4.784,0
up是个,718,5.4,5.043,2.399,0
反弹哈哈哈哈哈哈,718,15.6,3.096,3.218,0
噼里啪啦噼里啪啦噼里啪啦,717,13,3.849,3.65,0
币比赞多,717,8.1,2.713,3.348,1
这盛世如你所愿,716,5.7,3.663,3.484,0
哈哈哈哈哈哈真香,715,14,4.158,4.884,0
哈哈哈卧槽哈哈哈,715,15.5,3.142,3.554,0
联盟玩家前来,714,12.3,4.07,2.503,0
后面的小哥,713,14.3,5.169,3.009,0
还有人吗,712,5.2,3.87,4.896,0
二倍速新世界,712,7.6,3.838,4.375,0
哈哈哈哈哈哈反弹,711,15.5,2.784,4.444,0
个小伙伴你们好,709,5.8,3.213,4.016,0
经费在燃烧,709,17.5,5.317,5.978,0
加油高考加油,708,16.3,3.496,4.605,0
哈哈哈哈哈哈哈这个,707,13,4.038,5.324,0
弹幕火钳刘明,703,16.6,3.841,5.681,0
干杯哔哩哔哩,703,14.4,2.719,2.406,0
老八进入直播间,702,14.5,2.174,3.706,0
超级反弹反弹,701,16,3.179,4.312,0
high到不行,701,15.7,2.105,2.264,0
厉害哈哈哈哈哈哈哈,700,15.5,4.116,4.737,0
恍恍惚惚恍恍惚惚恍恍惚惚,699,18.1,3.601,3.761,0
哈哈哈每天亿遍,699,15.5,2.429,5.054,0
这就是街舞,698,5.8,4.441,3.51,0
造化钟神秀,697,13.5,4.746,5.233,0
下次不一定,697,14.9,3.825,4.308,0
彳亍不彳亍,697,17,2.735,2.671,0
真香粗鄙之语,695,13.8,4.551,4.506,0
百万填词哈哈哈,695,15.5,3.737,4.49,0
李云龙李云龙李云龙,694,16.6,2.406,3.027,0
弹幕弹幕弹幕,694,16.6,3.345,3.254,0
哈哈哈哈哈哈救命,694,15.5,3.121,2.054,0
哈哈哈哈哈哈为什么,691,14.5,2.861,3.425,0
新年快乐新年快乐新年快乐,690,15.3,4.255,4.677,0
哈哈哈哈要素过多,690,14.2,2.139,4.765,0
啪啪啪啪啪,690,6.9,3.711,5.717,0
肉蛋葱鸡,690,6.9,2.755,3.927,1
消除武汉加油,689,18.2,3.442,3.622,0
哈哈哈和哈哈哈哈,688,15.5,2.617,3.032,0
顶上去报复社会,687,14,4.587,5.891,0
回来火钳刘明,687,16.8,3.46,5.692,0
哈哈哈哈哈卧槽,686,8.2,4.223,4.983,0
曹操进入直播间,685,16.6,3.901,4.15,0
新日暮里,685,8.1,3.995,3.856,0
哈哈哈哈哈哈hhhhh,683,15.5,3.711,4.443,0
难受啊马飞,680,15.6,4.375,4.563,0
李世民进入直播间,679,16.6,2.748,3.73,0
壮我中华,678,8.9,2.621,2.052,0
让他恰,675,7.4,2.97,2.2,0
哈哈哈厉害厉害,675,15.5,4.034,4.998,0
牧童遥指杏花村,674,18.6,4.633,5.02,0
哈哈哈哈哈哈优秀,671,15,3.634,4.673,0
跪着看,668,6,3.467,3.054,0
汝怎着品如之衣,667,8.6,4.043,2.142,0
哈哈哈哈哈哈hhh,667,15.5,2.953,4.928,0
泪目泪目lbwnb,667,8.4,2.602,3.906,0
哈哈哈泪目哈哈哈,667,15.5,3.343,3.503,0
真不戳,666,5.6,4.12,4.838,1
参见天依殿下,665,13.5,4.302,5.033,0
刺什么吧,664,6.4,2.711,3.977,0
安倍晋三进入直播间,664,17.7,3.947,4.188,0
面筋超带劲,664,14.7,3.691,2.859,0
汉武帝进入直播间,664,17.7,2.656,3.469,0
玩玩玩玩玩玩,663,14.8,4.118,4.146,0
拜登进入直播间,662,17.4,2.054,3.179,0
硬币拿去,661,7.2,4.797,5.595,0
加油中考加油,661,16.2,3.231,5.143,0
已出前来还愿,660,14.2,5.096,2.841,0
不是很硬,659,9.5,2.288,3.106,0
单押单押单押,659,17.6,3.509,3.88,0
火钳刘明开花,658,10.4,4.824,5.106,0
lbwnb泪目lbwnb,653,14.5,3.031,3.705,0
老公老公老公,652,14.4,2.312,3.606,0
哈哈哈干得漂亮,652,15.5,3.406,5.321,0
刘明欢迎回来,651,12.2,2.322,5.733,0
肯尼迪进入直播间,650,17.7,3.475,4.281,0
原曲是什么,650,14.5,4.843,4.519,0
牛逼害怕,648,5.8,2.558,4.104,0
bgm是啥,647,6.6,4.087,4.501,0
越来越离谱离谱,646,16.3,2.846,3.798,0
尼克松进入直播间,645,17.7,3.222,4.205,0
灵魂哈哈哈哈哈哈哈,645,15.4,3.057,4.834,0
疯狂打call,644,14.1,4.533,3.756,0
保佑我期末考,641,16.2,3.095,3.012,0
恍恍惚惚哈哈哈哈哈,640,6.3,2.641,5.355,0
lbwnb哈哈哈哈哈,640,7.3,3.264,3.636,0
存活确认存活,639,16.6,4.502,4.941,0
真实祖传开头,639,13.8,2.195,2.464,0
牛逼土块,637,5.9,2.481,3.617,0
害怕奥利给,637,5.6,3.726,4.02,0
噫吁嚱,637,10.5,3.012,3.13,0
up主牛逼,637,5.7,4.217,4.825,0
小布什进入直播间,636,14.3,3.445,4.188,0
人正在看,636,5.6,3.789,4.622,0
逐渐忘记原版,636,16.6,4.167,5.105,0
欢迎回来哈哈哈哈,633,15.4,4.611,2.128,0
祖传开头真实,630,17.4,2.093,3.332,0
离谱哈哈哈哈哈,629,7.4,2.749,4.153,0
当天下地狱,628,8.5,4.121,2.123,0
吴亦凡对不起吴亦凡,627,16.5,4.28,3.476,0
团长我愿意,627,16.1,3.932,4.669,0
真香真香警告,627,10.2,4.627,5.027,0
个弹幕哈哈哈哈,627,5.4,2.757,2.24,0
哈哈哈开头见,623,7.4,4.171,4.497,0
声音好好听,623,7.4,3.524,3.257,0
马化腾进入直播间,621,14.5,4.408,4.982,0
呵呵呵哈哈哈哈哈,620,7.6,3.261,2.555,0
反弹哈哈哈哈哈哈哈,620,15.4,3.172,3.029,0
吸吸吸许愿,619,10.2,3.665,3.026,0
中门对狙,619,8.9,3.499,2.673,0
越看越,618,9.7,3.543,2.242,0
哈哈哈哈哈哈最后,617,15.1,3.633,3.285,0
三小时前,616,6.1,4.474,4.837,0
英雄联盟玩家,616,15.9,4.218,2.642,0
一点都不,616,5.4,4.441,3.368,0
哈哈哈哈哈哈有点,615,14.9,2.714,4.366,0
哈哈哈顶风作案,614,15.4,4.149,4.671,0
jo厨狂喜,613,16.9,4.355,4.219,0
优秀火钳刘明,612,17.1,4.673,5.201,0
哈哈哈哈哈哈wdnmd,612,15.4,3.064,4.757,0
面对疾风吧,612,6.3,3.172,5.273,0
李云龙进入直播间,612,16.5,3.619,4.282,0
暂停学表情,612,16.1,4.724,5.395,0
哈哈哈哈哈哈文艺复兴,612,15.4,2.046,4.329,0
五百万五百万五百万,611,14.4,2.322,3.182,0
列宁进入直播间,611,17.6,3.384,3.91,0
土块全体起立,611,16.2,2.862,2.517,0
越听越,611,9.7,4.268,2.871,0
呆呆呆呆呆呆,610,16.8,2.492,2.326,0
忘了原唱,610,8.7,3.126,3.296,0
让我们相遇,608,7.3,2.369,3.696,0
朱元璋进入直播间,606,17.6,2.901,3.461,0
咯咯咯咯咯咯,606,16.2,2.787,2.401,0
哈哈哈哈哈哈skr,606,15.4,3.219,5.032,0
火钳刘明优秀,605,14.9,4.844,5.044,0
开哥牛逼,605,5.9,3.021,3.802,0
欢迎回来哈哈哈,604,15.4,4.283,4.374,0
哈哈哈哈哈哈hhhh,604,15.4,2.801,4.854,0
牛牛牛,604,5.2,3.622,2.964,0
爱因斯坦进入直播间,603,13.5,2.803,3.556,0
个弹幕哈哈哈,602,5.4,3.127,2.775,0
哈哈哈哈哈哈哈前方,602,15.4,3.995,3.085,0
杜鲁门进入直播间,601,17.6,2.976,3.511,0
马云进入直播间,601,14.4,3.396,4.487,0
万物皆可盘,600,14.4,3.022,3.243,0
进入直播间希拉里,598,14.6,4.16,2.822,0
泪目这次一定,597,14.2,2.529,4.129,0
泪目上香,595,6.3,3.56,3.961,0
火钳刘明卢本伟,595,15.4,4.63,3.31,0
彳亍行彳亍,595,16.9,2.893,2.743,0
哈哈哈哈哈哈hhhhhhh,594,15.4,2.219,4.867,0
哈哈哈哈哈lbwnb,594,8.2,3.246,3.514,0
糊糊穿地心,593,7.6,2.555,3.48,0
哈哈哈哈哈哈鬼才,593,13.9,3.667,4.644,0
刘明开头见,592,7.5,2.322,5.381,0
某音已盗,592,9.8,3.95,4.725,0
哈哈哈哈哈哈鬼畜,592,15.4,3.711,4.652,0
卧槽火钳刘明,591,17.1,4.441,5.084,0
许愿拉普兰德,589,8.6,2.72,3.084,0
做个人吧,589,6.2,3.097,3.911,0
新世界火钳刘明,587,15.1,2.543,5.648,0
土块lbwnb土块,585,17.3,2.296,2.575,0
哈哈哈哈哈哈土块,585,15.3,3.373,4.13,0
上香哈哈哈,584,6.1,4.286,4.569,0
真实火钳刘明,582,13.7,4.428,4.847,0
哈哈哈弹幕护体,582,15.3,3.481,5.328,0
哈哈哈哈哈哈hhhhhh,582,15.3,2.429,4.925,0
看我颜色,579,6.4,4.344,4.116,0
嗨起来嗨,578,7.2,3.892,2.252,0
用薪创造快乐,578,14.7,4.503,4.161,0
这就是原版,578,5.4,3.848,3.655,0
爱爱爱爱爱爱爱爱,577,7.8,2.522,3.063,0
火钳刘明nb,577,14.4,4.689,5.168,0
哈哈哈哈哈哈恍恍惚惚,577,15.3,3.81,4.296,0
耗子喂汁,577,10.6,2.96,3.95,1
发生了什么,576,14.3,4.79,4.829,0
去世去世去世,574,13.6,3.922,3.827,0
哈哈哈哈哈这个,573,8.1,4.316,5.105,0
诸葛亮进入直播间,570,17.5,2.526,4.256,0
好评哈哈哈哈哈哈,570,12,4.53,4.51,0
每天一遍哈哈哈,570,15.3,4.055,4.111,0
哈哈哈开口跪,568,7.7,3.826,4.502,0
哈哈哈哈哈哈哈好活,568,15.3,2.965,4.083,0
哈哈哈哈哈哈可爱,567,13.4,3.081,3.972,0
哈哈哈呵呵红红火火,566,15.3,2.742,3.504,0
卢本伟没开挂,565,8.2,2.979,4.324,0
噢力给,565,5.6,2.945,4.011,0
咚恰咚咚咚恰,564,16.7,2.042,2.553,0
放假君牛逼,563,5.8,3.416,3.884,0
哈哈哈哈哈哈嘿嘿,562,15.3,2.645,4.876,0
哭了TT,560,7.1,3.85,4.189,0
上头再来亿遍,560,12.8,3.617,4.264,0
骚老师好,559,5.3,3.87,4.126,0
哈哈哈哈哈哈原版,559,15.3,3.516,4.5,0
给老子爬,558,5.6,4.123,4.442,0
加入鬼畜全明星,558,16.1,2.216,5.492,0
要素过多害怕,557,13,3.593,4.635,0
我们大家都,557,6.2,2.718,2.309,0
开幕雷击害怕,557,14.7,2.524,3.946,0
漫长的一分钟,557,17.6,4.408,5.402,0
额额额额额额,557,11.5,2.43,3.15,0
怎么没弹幕,556,16.5,4.82,2.593,0
卢本伟牛壁lbwnb,556,14.4,2.884,3.112,0
前方高能高能,555,13.6,4.881,4.341,0
哈哈哈哈哈哈没有,554,12.2,3,4.047,0
可还行哈哈哈,554,7.4,4.906,4.098,0
白嫖成功,553,7.6,2.486,3.945,0
哈哈哈呵呵哈哈哈哈,552,15.3,3.044,3.278,0
下次下次一定,552,14.7,4.419,5.175,0
米奇妙妙屋,552,8.9,3.803,4.493,1
请迅速撤离,551,7,2.482,4.096,0
还我童年,551,5.9,3.655,4.316,0
lbwnb土块lbwnb,550,14.4,3.132,2.211,0
克林顿进入直播间,550,17.5,3.329,4.499,0
出不去了哈哈哈,550,13.9,3.418,4.368,0
爱我苏联,549,7,3.181,3.347,0
各位开头见,549,7.7,3.966,4.888,0
薅你毛,549,10,2.783,3.213,1
好活火钳刘明,549,12,3.293,4.398,0
永远的神,549,7.1,3.475,2.845,0
多谢乌蝇哥,547,7.6,4.251,4.718,0
好人一生平安,547,12,4.746,5.309,0
吐痰吐痰吐痰,544,15.7,3.271,3.875,0
前方高能泪目,543,14.5,3.21,4.874,0
哈哈哈哈哈哈突然,541,15.3,3.773,3.82,0
愣着干嘛,540,10.1,3.967,3.757,0
哈哈哈哈哈哈保护,538,15.3,3.185,4.634,0
lbwnb下次一定,536,16.1,2.558,2.365,0
lbwnb牛逼,536,5.8,3.165,2.093,0
火钳刘明文艺复兴,536,15.3,4.319,4.77,0
害怕害怕极了,535,10.1,3.177,2.928,0
哈哈哈哈哈哈嘿嘿嘿,535,15.3,2.642,2.206,0
还好哈哈哈哈哈哈,534,13,2.733,3.623,0
此曲一出非死即伤,533,15.5,3.513,4.534,0
呜呜呜呜呜,532,7.3,3.435,4.013,0
万恶之源万恶之源万恶之源,531,14.3,4.246,4.557,0
爷青回爷青回,531,9.4,2.024,3.683,0
奥利给害怕,530,12.9,2.691,4.065,0
哈哈哈蔡徐坤,530,13.2,3.07,4.778,0
牛逼开哥,530,5.9,2.797,2.431,0
唱跳rap,530,8.3,4.469,4.372,0
哈哈哈哈哈哈你们,530,13.9,3.641,4.207,0
火钳刘明真实,529,15.3,4.429,5.557,0
火钳刘明弹幕,529,15.2,4.744,3.105,0
猝不及防哈哈哈哈哈哈,528,15.2,5.224,4.695,0
调音师火钳刘明,527,16.8,2.562,5.356,0
全体起立lbwnblbwnblbwnblbwnb,526,14.3,2.138,3.169,0
牛逼厉害,526,5.8,3.1,2.736,0
再来亿遍泪目,526,12.8,2.725,3.411,0
笑出猪,524,6,3.676,3.499,0
彳亍彳亍哈哈哈,524,15.2,3.233,2.058,0
百里甩狙,523,9.1,2.68,3.058,0
义结筋澜,523,10.3,2.614,4.966,1
蔡徐坤进来,522,8.1,4.657,3.442,0
哈哈哈每日一遍,522,15.2,3.031,4.849,0
哈哈哈哈哈哈怎么,521,14.2,2.336,4.925,0
弹幕高级弹幕,520,16.3,3.03,5.11,0
又疯一个,520,6.7,3.771,4.93,0
真香艾玛真香,517,10.4,2.565,3.304,0
下次一定lbwnb,516,14.3,2.302,2.396,0
缓缓打出一个,515,12.7,3.527,4.81,0
我们是冠军,515,10.1,4.243,5.003,0
停停停停停停,514,16.8,2.652,2.054,0
蛋黄的长裙,514,16.1,3.004,3.537,0
火钳刘明可以,514,15.2,4.302,3.873,0
哈哈哈标准结局,512,15.2,3.081,5.311,0
撒贝宁,1323,11.2,5.13,4.815,1
专业团队,1311,15.5,5.412,5.742,1
永相随,1302,11.3,4.195,5.769,1
必须三连,1302,11.6,4.432,4.664,1
语文课代表,1297,11.2,5.044,4.711,1
顾子熹我,1296,11.9,2.581,3.307,1
喵帕斯,1290,10.7,5.104,4.599,1
春风吹,1278,12,2.866,2.72,1
螺旋丸,1266,16.5,5.203,6.013,1
世界名画,1266,11.8,5.245,6.171,1
手动滑稽,1261,8,5.41,6.214,1
握草,1260,7,3.23,4.616,1
无限循环,1258,12.5,5.21,5.734,1
献出心脏,1257,9.9,5.062,4.45,1
过世主播,1243,8.3,4.034,4.452,1
被封,1238,6.1,4.72,2.66,1
毛毛姐,1232,9.4,2.742,3.997,1
直接开花,1231,11.2,4.167,5.368,1
厨狂喜,1228,9.9,2.914,5.508,1
放假君,1215,8.3,5.121,3.488,1
思维窃取,1213,13.5,5.183,5.725,1
司马脸,1209,10.3,3.538,4,1
网易云,1200,12.1,5.31,4.437,1
职业选手,1193,17.7,4.724,5.435,1
前留名,1181,8,3.431,6.048,1
钞能力,1157,7.2,4.467,4.074,1
好恐怖,1155,7,4.333,3.767,1
两倍新世界,1149,5.6,5.087,5.958,1
秋梨膏,1146,10.5,2.661,5.156,1
荷官发牌,1145,15.4,4.035,5.253,1
助攻百万,1125,12,3.199,4.027,1
噶韭菜,1124,11.1,4.628,2.915,1
张三,1117,6.6,4.359,3.809,1
王者荣耀,1116,6.2,5.381,4.612,1
甩狙,1115,8.6,4.197,3.769,1
进入直播间,172694,12.6,8.061,7.713,1
暂停成功,10775,16.8,6.068,7.099,1
注入灵魂,29453,14.5,6,6.992,1
红红火火恍恍惚惚,40023,9.9,5.14,6.957,1
前方高能,85358,11.9,6.287,6.896,1
百万填词,31806,12.2,5.473,6.803,1
前来考古,17432,5.5,6.018,6.784,1
时代考古,4295,12.2,3.204,6.778,1
火钳刘明,304115,14.9,6.27,6.73,1
标准结局,6386,16.4,5.71,6.719,1
正片开始,7219,9.6,6.078,6.689,1
每天一遍,21565,10.9,6.012,6.688,1
口吐芬芳,3123,9.1,6.29,6.679,1
高能预警,14746,8,5.694,6.667,1
下次一定,96120,11.9,5.774,6.64,0
每日一遍,11216,10.9,6.009,6.618,1
进入了直播间,13076,19,7.022,6.614,1
乌鸦坐飞机,9063,16.9,6.102,6.601,1
弹幕护体,18810,13.7,5.966,6.585,1
高级弹幕,23722,11,6.179,6.56,1
前方核能,17122,10.3,5.993,6.491,1
每天亿遍,12912,10.4,5.82,6.471,1
最后亿遍,12431,8.3,5.957,6.471,1
摧毁停车场,7508,15.4,4.727,6.441,1
祖传开头,14860,13.6,5.6,6.366,1
毫无违和感,12117,16.8,6.038,6.366,1
要素过多,36472,12.7,5.973,6.269,1
镇站之宝,10807,7.8,6.586,6.247,1
手动滑稽,1261,8,5.41,6.214,1
律师函警告,17984,15.3,5.85,6.212,1
世界名画,1266,11.8,5.245,6.171,1
每天一次,1314,8.1,4.982,6.156,1
每日一刷,12976,11.1,6.023,6.042,1
名场面,8751,11.5,3.899,6.031,1
螺旋丸,1266,16.5,5.203,6.013,1
再来一遍,23268,6.5,5.43,6.005,1
开头见,21227,9,4.724,5.928,1
明示投币,1298,15.2,5.181,5.793,1
能天使,8605,6.8,4.326,5.773,1
b站,16310,6.8,5.494,5.769,1
永相随,1302,11.3,4.195,5.769,1
专业团队,1311,15.5,5.412,5.742,1
无限循环,1258,12.5,5.21,5.734,1
白嫖失败,17043,7.7,3.411,5.695,1
坤坤,11940,7.2,4.488,5.683,1
开口跪,14265,9.6,5.627,5.668,1
哔哩哔哩,9803,13.5,5.91,5.663,1
永久反弹,30173,11.7,5.311,5.639,0
建国同志,29124,15.5,2.497,5.569,1
鸡你太美,26734,6.5,5.057,5.507,1
B站,17239,6.8,5.66,5.495,1
川建国,12456,12.6,2.162,5.487,1
无耻老贼,1253,12.8,4.495,5.422,1
蔡徐坤,19928,10.9,5.695,5.388,1
音乐区,10430,12.5,4.004,5.309,1
存活确认,1265,11.5,5.365,5.302,1
全体起立,68416,14.4,4.884,5.257,1
超威蓝猫,1255,10.7,3.839,5.247,1
倍食用,1263,7.7,4.458,5.214,1
伊丽莎白鼠,1265,14.1,5.286,5.202,1
卢姥爷,12786,14.1,5.009,5.197,1
借你吉言,9688,7.7,4.219,5.168,1
计数菌,1255,12.6,5.456,5.141,1
再来亿遍,34779,6.5,5.533,5.115,1
马老师,7305,6.7,4.265,5.084,1
大制作,9718,11.1,4.588,5.018,0
高能前方,29016,8.6,3.832,4.816,1
撒贝宁,1323,11.2,5.13,4.815,1
拯救世界,1311,17.2,4.532,4.763,0
必须三连,1302,11.6,4.432,4.664,1
握草,1260,7,3.23,4.616,1
喵帕斯,1290,10.7,5.104,4.599,1
海绵宝宝,12417,18.6,2.703,4.579,1
面筋哥,9180,10.3,5.682,4.579,1
再来,68229,5.2,5.733,4.555,0
计数君,8129,14.4,5.893,4.529,1
白嫖,23330,7.6,4.173,4.464,1
好汀,1320,5.5,3.364,4.399,1
奥利给,107040,14.3,2.161,4.32,1
两开花,10954,8.1,5.506,4.286,1
把我灌醉,17146,6.5,3.191,4.226,0
金坷垃,8120,13.8,4.554,3.819,1
汝甚骚,8758,9.9,4.468,3.656,1
顾子熹我,1296,11.9,2.581,3.307,1
钉钉,13719,7.3,3.613,3.264,1
三连,11700,7.5,3.975,3.199,1
没文化,1271,6.9,3.444,3.195,0
up主,13796,11.1,5.67,3.039,1
狭路相逢勇者胜,8646,14.9,5.733,2.797,1
毫无PS,1273,14.5,5.252,2.429,0
